,User_ID,Product_ID,Rating
4817637,AXYM52DNK6NDF,B005CKAPR6,5.0
2796495,A1KKE6VX8VPWZK,B002R5AM7C,4.0
7613872,A2DKQQIZ793AV5,B00F9FCW7K,5.0
5469696,A1CMD08Z49PGKQ,B006RG21ZS,3.0
2770425,AT28RL25Q2OLK,B002PLBP56,2.0
4220757,A33775AIB1A664,B004KKGF1O,5.0
3091263,A2W2ODLRQ2L8LE,B0036MDUL0,4.0
721148,A1O229NVVDJUX2,B000AO1SN4,5.0
7703950,AQ2FC1DLKVD8H,B00GLW4016,5.0
6439770,A2VALCFTOWFYXZ,B00918MQ8G,1.0
392741,A2ME89MSWVG9NF,B0001G6U5M,3.0
3752170,ACQYIC13JXAOI,B0040JHVC2,5.0
944810,A24P4E3RJ6AX94,B000FNFSPY,5.0
6784910,A356RFKNIG043B,B009YWN926,2.0
1119552,A1CMD08Z49PGKQ,B000KMZKTO,5.0
1515282,A6FIAB28IS79,B000XFZGR4,4.0
1698981,A1DQHS7MOVYYYA,B0015A6YN6,2.0
3883605,A3MV1KKHX51FYT,B004575I2E,5.0
5233723,A3PJJTAKISAFI9,B005Y4UL92,1.0
6667757,A1MZL91Z44RN06,B009NHWVIA,5.0
3092069,A2FHTXLKY1XJDB,B0036NNGFY,3.0
6790797,ADPKRJ2BSFJ0I,B009ZJ6VOQ,5.0
314739,AYOTEJ617O60K,B0000ACOBL,3.0
4178963,ACHTDPEQYSEQL,B004IEALCQ,2.0
2902812,A2PK64OVZA1U8Z,B002VR6A9K,5.0
4579154,A1FDSZISWIXH1A,B004YIZVW6,3.0
4693162,ADLVFFE4VBT8,B0054L8MR8,2.0
3253638,A1CMD08Z49PGKQ,B003DKJ7TE,1.0
4632876,A2UWPPU5GZLMQZ,B0051GN88O,4.0
1657963,A2WLNSZ9U0T1S3,B0013WNVU0,5.0
5784258,AC1YLEFC9AN5X,B007K3SB6K,4.0
592971,A3T4OHEAHOJ700,B0007LJHVA,5.0
7721117,A2H4OMJLE7JFM2,B00GTGSU6A,5.0
7509129,A1J75JJ0Q2OEJN,B00E87E1OM,5.0
3061421,A3D01HLSUFEZQY,B0035AXFE0,4.0
6851634,ADZF3QDGSZE7K,B00AA478UQ,5.0
2218399,A2AF0NOCM71J0B,B001PI9AAC,5.0
3090859,A1L0P1ZP5FD6EC,B0036IPOCC,5.0
5492732,A15U64VGUV6RBF,B006UMM1PO,5.0
7689967,A1HFT68GJ42LTM,B00GC1ZMYA,4.0
2599251,A2MCRCK1V61FWQ,B002HINLN6,5.0
2742751,A1I96OYAUJ3HQE,B002O11LQA,5.0
187759,A2AEZQ3DGBBLPR,B00006HYOR,5.0
5635688,A2F2F7N94SR1KQ,B00760VRCM,5.0
5400114,A15U64VGUV6RBF,B006I1KQQI,5.0
4539648,A1KKE6VX8VPWZK,B004X28I0A,4.0
5896609,A2BUQ240COLAOP,B007SLDF7O,5.0
3616574,A35X2JJI49OBZP,B003VTXY8M,5.0
3287277,A8FKL1DHTHC12,B003E6ING0,4.0
4699176,A36IHC0K68NS2,B0054YF0C0,1.0
7123039,A1MNN0ZMHYPJDU,B00BJNHGRM,5.0
1574053,ADLVFFE4VBT8,B0011FQUUW,5.0
863494,A3M7R4PD0FEPUB,B000EMWBV0,5.0
576433,A2HPJKM7L4EOQB,B0006VSHE4,3.0
2793219,A28621TSIR5EOG,B002QUZM3M,5.0
1813256,A3775OP5VTX5ON,B0019CGBHO,5.0
2997648,A1QOK9LU90ACF7,B00318CGD2,4.0
1612753,A38RMU1Y5TDP9,B0012S4APK,5.0
6031377,A1RL1OTV8IJMVD,B00829TIA4,4.0
6116207,A680RUE1FDO8B,B0088VQEV2,5.0
6190646,A1YVO5V1SO18DZ,B008DWCRQW,5.0
4940374,A2NOW4U7W3F7RI,B005GM1Q1O,5.0
2716199,A225G2TFM76GYX,B002MQC0P8,1.0
5043759,ALDAF4VVLFRHP,B005KEL4NI,4.0
2457987,A1PL7QILVQV3IF,B00275EVAQ,5.0
2545181,A3J6Q0Y0SKY7AR,B002CZQ4GU,2.0
94341,A6FIAB28IS79,B00005AWBJ,4.0
1483452,A2Z1R98M2XOCEJ,B000WH83AA,4.0
5229057,A1AQ8JT2A3UWMY,B005XJWR5O,3.0
7703461,ABDR6IJ93HFIO,B00GLL40SA,5.0
1949077,A23D13HKTA95WX,B001E1Y5O6,5.0
5685671,A3V2EZ6MA32FF6,B007ABIY4Q,5.0
7811393,A1X3ESYZ79H59E,B00JFAA97A,5.0
6603861,AR74YY08IP2WE,B009F7IBZK,4.0
745833,ABIVKBMSIPEDY,B000BDH2XY,4.0
1899568,ADKZOXAOV8EXD,B001CCLBSA,3.0
2418147,ACJT8MUC0LRF0,B0023RREWU,5.0
661977,AWPODHOB4GFWL,B0009GUDVQ,5.0
467608,A18A5VSD0IPN14,B0002GWY38,5.0
7366163,A2BYV7S1QP2YIG,B00D741DRK,4.0
4856302,A2KOV8XWZOZ0FQ,B005DKZTMG,2.0
7007559,A20L63B48RPSOH,B00B2HCLL6,4.0
335481,A1UEL5C1N6E5SE,B0000C4M1D,4.0
4259658,ADKZOXAOV8EXD,B004M8SSZK,1.0
7346226,AT09WGFUM934H,B00D30UX8I,5.0
6673104,A1NGFGBX2VCQS8,B009O7Y9AC,2.0
5730903,A1REY92IEZJUSX,B007FH1KX2,5.0
7572459,A3CFU12GS5CZCN,B00EW3WS9M,5.0
6824478,A3SU7JSTPH9CC9,B00A4BR7KG,5.0
890443,A2Y3WWPUKIJ59I,B000EWARBG,4.0
1120258,A3CW0ZLUO5X2B1,B000KO0GY6,4.0
975460,A3QRR8PSCBI07C,B000GOUE7O,5.0
3259858,ARIDN94LOCQFD,B003DSCU72,4.0
3223584,A1UEL5C1N6E5SE,B003CFB8T2,4.0
4739226,A3094EPI56GKZ6,B0056YNA2A,5.0
7181357,A1FDV3WPOHREY9,B00BW6LXHA,3.0
1931338,A2X61KKXXR6WNP,B001DJ64C0,5.0
7188995,ABIVKBMSIPEDY,B00BXF5GKK,4.0
2254463,A2SZLNSI5KOQJT,B001R0QBI2,4.0
5203807,A1PVX61PRPVX27,B005URTCBQ,5.0
1654530,A1Y4EWMUTW73GD,B0013PQ6P4,5.0
7728239,A2RWHTNM5P3I8Y,B00GY0UFFA,4.0
1556619,A680RUE1FDO8B,B0010LPBRK,5.0
475112,A1PM7HH4F77NEH,B0002J2BOM,4.0
3101815,AR3EVUQF0AC7R,B0036U7WJI,4.0
183952,A1DO9LRCO23EOM,B00006HQR8,5.0
2308070,A10X9ME6R66JDX,B001TH7GUK,5.0
7535349,A361M14PU2GUEG,B00EH5TWT4,5.0
4433017,A36K2N527TXXJN,B004SD27WE,4.0
7798723,AC9QEWWN4W9MC,B00IRV2DL8,5.0
6345758,A316XO4RWX21YN,B008R6WUZC,4.0
4072071,A26EQ8U96JA92T,B004FJV8EE,5.0
4101046,ANRS196NKFVUU,B004GCK5JY,5.0
2512303,A3QNX5KWHDV0GD,B002AVXDWE,1.0
5499478,AVFJ327UXPXLF,B006W3ZV6W,4.0
4113987,A3S0EHEIR52HP1,B004GKM61G,1.0
1018793,AGXV8E7XK9J6H,B000I04WWY,4.0
3562067,A1U5IJHJK84S54,B003U4F4HM,5.0
4964458,A3J8A5L5AF5TX9,B005HKIDF2,4.0
7141547,A3284KYDZ00BZA,B00BOHNYTW,5.0
3087030,ACJT8MUC0LRF0,B0036AWR8E,5.0
4849958,A19FRW264WZTGP,B005DIQ2OC,5.0
7012193,A1C5WS021EL3WO,B00B3PBA1O,4.0
5950776,A3SQCTNYQFVBWM,B007WTAJTO,4.0
3900243,ADOR3TR7GDF68,B00461E7JE,5.0
3938153,A27Y4OEC9MD9PA,B0047ZG1LQ,5.0
358860,AK3GKIV8DEY8B,B00011CS0I,5.0
4024305,A33PVCHCQ2BTN0,B004CLYEB4,5.0
1098801,A250AXLRBVYKB4,B000JSFT2C,4.0
4223532,A35IX2GE0VC0JP,B004KPLNO8,4.0
6283336,A3HPCRD9RX351S,B008LTBHYU,4.0
895803,A3OA4DV4L81N1D,B000EY1LCI,4.0
1447904,A3TPNC3TKGCCEI,B000VM7FQO,4.0
5846330,AI8EMB0HUC6Z5,B007PJVB3Y,5.0
1472980,A25C2M3QF9G7OQ,B000W8JFPG,5.0
5951410,A1WF4QNIE2Z3I7,B007WTAJTO,5.0
4803301,A32AK8FOAZEPE2,B005BNWKD6,4.0
3204574,A14MZJTZAQS6CV,B003BKW2K2,5.0
1777226,A6XDZ1MJ0B1A2,B0017OMZSS,5.0
7749893,AYO1146CBIV5C,B00HFRXP9Y,5.0
4529954,A365PBEOWM7EI7,B004WK2KX4,2.0
285269,A27Y4OEC9MD9PA,B00009R6UV,5.0
3167642,A1SDPA1J98UP4L,B0039BPG1A,5.0
6804843,A2L4ZGN7GZJ95T,B00A2AQJ08,3.0
7634221,A1ZU55TM45Y2R8,B00FFZD51Q,4.0
34065,A1BC62X6HZJGZR,B00003CWDH,5.0
609715,A16SRDVPBXN69C,B0007QKMQY,5.0
1462564,A1FR68QH6Z4YZM,B000VX9GI8,5.0
7506770,A2LLSFQO8O8XNW,B00E77N3WE,5.0
5182108,A2MOD50IHEDH3G,B005TDWX2Q,5.0
645683,ALRCAGJOJ9583,B00083XXTY,5.0
1162874,A27H61OHW44XA7,B000MF4N42,5.0
558083,A1QNYLBG73QRNF,B0006AZ57M,5.0
237984,A25HBO5V8S8SEA,B000083K0Q,5.0
5682413,A1UQBFCERIP7VJ,B0079UAT0A,5.0
4876398,ARW8VGT10JG60,B005E0CMSE,5.0
1920485,A5GPH59NDWJRB,B001D7REIK,5.0
1345042,A11T807LX2EF00,B000S5OWTM,5.0
110530,A5JLAU2ARJ0BO,B00005NIMR,4.0
4467307,A2X695AM08AIN1,B004TLH7C0,1.0
1586222,A28CCQNXWV6WA2,B0011Z44UA,2.0
2828168,A3S0EHEIR52HP1,B002SGATH8,5.0
6224747,A1PS4OYWUB0VX,B008GN0OWM,3.0
2246088,A8CKH8XB33XGN,B001QUA6RA,5.0
1771932,A111WCUF5KA2I6,B0017GTVN8,5.0
4774957,A2J7FHZFKOKGZ6,B0058TUZTE,1.0
170832,A1MCH5RXDOH87H,B00006B7HB,3.0
3649602,A1YE1IK0JYSIIE,B003X657VA,5.0
1586986,A1JWSDDIH5Z7DV,B0011ZCDKS,5.0
7427214,A100WO06OQR8BQ,B00DQZT0AC,1.0
5890476,A3SL0HA6422W4M,B007RRTO2Y,5.0
6137250,A1L5TA5UQF7EWE,B008AHVA4A,5.0
5060110,A3EZFFPVS34AMO,B005LA0H3O,5.0
1559151,A1DSRM2P0WGQNS,B0010WG2H2,4.0
1741521,A7QMQBGJ2TCQG,B00166EUI0,5.0
2850762,AW6J9IILGOZY3,B002TLTE7I,5.0
2406426,A6FIAB28IS79,B0020ZDI5C,5.0
281098,AELK0E5DK7LIZ,B00009QSET,5.0
4683035,A1QNYLBG73QRNF,B005455PWO,5.0
2761900,A253IOATGMT2UP,B002P3KY7Y,4.0
104659,AZ515FFZ7I2P7,B00005MEN6,3.0
5424444,A2J96FILPQA01,B006L27EKK,5.0
2236947,A3LDPF5FMB782Z,B001QFZMCO,5.0
5967988,AXR3CV6A4FMBG,B007XOQUY6,4.0
520064,A1ODOGXEYECQQ8,B0002YE686,5.0
5790929,A17W0GMB0YY83M,B007KGAFIY,1.0
2941712,A3NKRH3TJ4DPVI,B002Y2NI4M,5.0
4235686,A3TAS1AG6FMBQW,B004LEAYXY,5.0
2284698,A294BKN913UOGP,B001SER460,5.0
1109182,A3VL4RXCWNSR3H,B000KB96QS,5.0
3999071,AEJAGHLC675A7,B004BATXQC,5.0
5990936,A2WYF4POBUXL2O,B007ZQ4KYO,5.0
2962062,A1XE3M22N91451,B002ZIMEMW,5.0
363367,A3D7BGK0P5QY0X,B000136P8W,5.0
7486465,AOEAD7DPLZE53,B00E1XI6N0,5.0
177865,A225G2TFM76GYX,B00006BBK6,5.0
1795181,A3U41ZL33SS92P,B0018M256G,5.0
706283,A2BMZRO0H7TFCS,B000A6PPOK,4.0
3737495,AC1YLEFC9AN5X,B00404H6DQ,4.0
7620901,A2C8I2RQ0WG940,B00FBG8FQ4,1.0
7087647,A25RTRAPQAJBDJ,B00BF9I0JI,4.0
693213,AR1T36GLLAFFX,B0009Y7AX2,4.0
1769578,A8CKH8XB33XGN,B00178HJ6C,5.0
6597799,ADZF3QDGSZE7K,B009EMFXGQ,5.0
3672950,A1SFPA80X7TRBR,B003Y2PKAQ,5.0
123307,A2B7BUH8834Y6M,B00005T3T6,5.0
6653161,A1TR1R2QKWRSRA,B009LPV766,4.0
2796374,A1H6SBO7R007I8,B002R5AM7C,5.0
253782,A1VTCSCH8FFC76,B00008SCFL,3.0
323645,A35X2JJI49OBZP,B0000AZ0OP,5.0
2272054,A2OS3TIVAKUAHG,B001RZAXYA,5.0
4227347,A247L282PID4PE,B004KZJ0UM,3.0
1381518,AJL3U764D7NI3,B000U0HBR0,5.0
5762290,ABAPF3XY1W6JX,B007ILEHSA,5.0
3438163,A2TVJ0YDW3QO63,B003LSTD42,4.0
4180125,A3Q1J68QY1MZQ9,B004IM35F8,3.0
5526032,A3S3R88HA0HZG3,B006ZH0KVG,5.0
900170,A2NN1KIYEM2SKS,B000F1MSJK,5.0
5029875,AV10H5K6VPQIJ,B005JU936S,5.0
3957907,A2Z9S2RQD542CP,B0049HKKPK,4.0
1900188,A2WYF4POBUXL2O,B001CCVJ1E,3.0
503138,AXU3VKZE848IY,B0002R282O,5.0
5644917,AEWYUPCNDV7HY,B0076POAI0,3.0
7272471,A1MCH5RXDOH87H,B00CK4OZGO,5.0
1372208,A3QMJMTLJC34QC,B000TKHBDK,5.0
2923662,A27B1U3OWCU14J,B002WN30IM,4.0
1889316,A1BZIM4WGZ6DZP,B001BZZYLI,5.0
5344600,A2I357I10ZY7CI,B0069S2NH0,5.0
3917263,A3PPO2X5PJE1L9,B0046V0VNA,5.0
1836105,A1U4GOVZWL8ZTL,B0019SHZU0,4.0
1151329,A39137LW12KK7B,B000M4HLCE,4.0
5509747,A1XEQGYY1IL8CD,B006X25XTW,4.0
6933510,A3TAS1AG6FMBQW,B00APUQPHW,5.0
2483003,A1MQQEM7W77L62,B0028N6YH0,5.0
1812898,A3GFQHHVMEAIO,B0019BPTMI,5.0
4683881,ASFW4ZMNZJKDA,B00546JKJC,5.0
4176916,AJCR7L4AXL2OG,B004I8U226,3.0
984734,A1EQ5D5JRSW23K,B000H35H9O,5.0
2018600,A2NJQF2UI60VGT,B001FR8PQS,3.0
401416,A3P1508PZ0UADD,B0001MALWY,5.0
3181265,A2HXEJXEQQTM1D,B003A9LH28,4.0
1801737,ACY9QYNDFLVBI,B0018QN4Y4,5.0
730996,A2TRXEZYU9GYY8,B000AYWAR2,5.0
459442,A2PSD2R9A1CXG7,B0002E3WKO,5.0
7493798,A10O7THJ2O20AG,B00E3W15P0,5.0
1775500,A680RUE1FDO8B,B0017KH6OU,5.0
880645,A1P0JSFW184ZXJ,B000ETTKNU,5.0
3184095,A2PZXXPGLXXKZU,B003AJXUTQ,4.0
6074324,A16WP8NTPYB0ZM,B0085GBG54,1.0
369935,A3REK3OFONWB1Q,B00017LSPI,5.0
5460240,A2NX6PABLIJLP1,B006QB1RPY,5.0
1209338,A1AWL9JASMG904,B000NK5Z8Y,4.0
372911,A96JD9312DHWC,B0001A06GW,5.0
1807531,A2KZOIOFXXMC1H,B00192K8IC,4.0
737017,A3TRY87JJCA5Y8,B000B76PMO,4.0
7685405,A2OBDNQ5ZYU1L8,B00G91T686,4.0
2225327,AATWFX0ZZSE6C,B001PS9E5I,5.0
5181106,A2BUQ240COLAOP,B005T6UUU0,5.0
6684124,A8X478DM3KAWM,B009PBUK9Q,4.0
651115,A4D5B7Q8A7PA6,B000923BUK,1.0
4220052,A11FX8HL2ANK6T,B004KDVNZO,5.0
6632993,A2BLFCOPSMBOZ9,B009JBFOZW,5.0
7061873,A1UTM65Y3G9HUL,B00BB0ZSIC,5.0
1378259,A15QYHQH80W30L,B000TXTQDA,5.0
1137256,A32NEDX6UVV8DE,B000LRMS66,5.0
4326007,A3MFORLOKIOEQY,B004OR14HI,5.0
3247771,A3S0EHEIR52HP1,B003D78O1Y,5.0
6334686,A1G3DKT38DNZJP,B008PO5CSI,5.0
1372884,ABVYGB2TKBO8F,B000TM1O3Q,4.0
4068664,A206CGM6J75UJY,B004FEEZJ4,4.0
1335766,A20OBCQWBKCGZT,B000RQSGYO,5.0
3252521,ASCBJEPXTOU0V,B003DA4D2U,5.0
4846162,AG0PM9IAHQ06C,B005DIBH10,4.0
7816126,A307Y3LMCVEZS1,B00JTHKB04,1.0
7123543,A213J54E63SYOP,B00BJPRI1Y,4.0
1312404,A3PDWA32BAMB2Y,B000QUUFRW,5.0
4232416,AI8EMB0HUC6Z5,B004L9M4AK,3.0
7056372,A31RULW0KNYJ5H,B00B9AB26G,5.0
6648914,AC9QEWWN4W9MC,B009LL9VDG,5.0
2476855,A21KNRUAA5RK5E,B00284AOLQ,1.0
381887,A1OMXVXXP07F05,B0001F22PA,2.0
4669081,A1KD8NJPZ01R37,B0053KWDES,2.0
2328637,A1KKE6VX8VPWZK,B001TUYTZM,5.0
5102856,A18S2VGUH9SCV5,B005NGKR54,5.0
381811,A2XRIU3SOYZ0ZC,B0001F22PA,4.0
6622491,A3U6J0DLLDEWM2,B009H8JOZS,1.0
1679104,A3NHUQ33CFH3VM,B0014GVYCC,3.0
5580946,A2503LT8PZIHAD,B00742BLO6,2.0
955523,A19RGDJPNZ7NZ,B000FVGM38,5.0
7361784,A3K91X9X2ARDOK,B00D68Y9B4,5.0
4835653,A1QNYLBG73QRNF,B005CWIN1E,5.0
6030814,A5CDMTW6JKV5G,B00829TIA4,5.0
983081,A1R377IPZOKLMM,B000H11RUY,3.0
621185,A3R1GJY2MY8041,B0007U9SRE,5.0
1426038,A2E1EFNIZL2FVA,B000V4TMWC,1.0
6200987,A314KKDIJWCNMV,B008EWNVI4,2.0
1906882,A2W2ODLRQ2L8LE,B001CJOLBW,5.0
3949823,A6FIAB28IS79,B0048IATQ0,5.0
587719,A3639Z6O5JBLIZ,B0007KIWK8,5.0
3353221,A1ZCSSCAGBCD49,B003GAMO6Y,3.0
7760069,A3T4OHEAHOJ700,B00HPM1G8Q,4.0
2466846,A18OTCHQ6MXD6X,B0027JRX52,4.0
6441386,A18EA7MNLXP9H5,B0091F8F7A,3.0
3308474,A3NYBI5VMVEEIK,B003EO1H7E,1.0
6400025,A3MUSWDCTZINQZ,B008X9Z7N0,3.0
3487588,A2T3S3VTW65VO5,B003O520JC,5.0
2113290,A2X06FP2PQ6EK0,B001L1H0SC,5.0
3044247,A1Z16630QMH8Q6,B0034CL2ZI,5.0
303897,A33YZNZIRA3H97,B00009X3RV,3.0
4211203,AJCR7L4AXL2OG,B004JZI78O,5.0
564499,A38QEATH3NODFM,B0006GQAU2,4.0
1931709,AMUP8DYE7EAN2,B001DJ64D4,5.0
1788294,AOEAD7DPLZE53,B0018BO7N6,4.0
5064188,A3P1508PZ0UADD,B005LFT40G,5.0
6000588,A3TAS1AG6FMBQW,B0080EBMM8,5.0
6155340,A2VALCFTOWFYXZ,B008BKRT1Y,4.0
6915813,A2BIJMB2BITQUM,B00ALN54KM,5.0
5520271,A3NYBI5VMVEEIK,B006ZAC1ME,5.0
936133,AYB4ELCS5AM8P,B000FJEYZ8,5.0
4686803,A2RIL2NXHE00AQ,B0054EMBT0,5.0
7123037,A1FLJCHN5CG5M5,B00BJNHGRM,5.0
2001053,ALNE7Q71JFC0F,B001FA09ZA,5.0
7797689,A18U49406IPPIJ,B00IPQD5J4,5.0
1630553,A37CEYB95LK6R6,B00137NMMW,5.0
782903,AEN44U6T9R93,B000BUEMOO,5.0
2984357,A2KIJBT9HRIOM8,B0030MIU16,2.0
2849328,A3N4VTNFPMTHEF,B002TLT10I,5.0
281204,A2ARDVMUGDFED6,B00009R6AY,4.0
27590,A34LQ791ACZ0JC,B00001WRSJ,5.0
7325182,A1LD5SE8IZ1H70,B00CWR3I2G,3.0
1260017,A2ZR3YTMEEIIZ4,B000OQN1CY,3.0
5641678,A1Z4GII5CHCDG7,B0076F3RS4,3.0
1198669,A2QI2NTDTMK2FV,B000N99BBC,4.0
1380041,A2EW01G2LNJN06,B000TYL27M,5.0
3538484,A22R9L5DAVYYWR,B003SVSJ1K,3.0
2854042,A2ARDVMUGDFED6,B002TMRZOQ,5.0
3857260,AT28RL25Q2OLK,B004444O5U,5.0
7693400,A18HE80910BTZI,B00GEBTFNM,3.0
1860272,ABQWMANK4AR63,B001AVRD62,5.0
3344602,A3IMALU0RM8UT9,B003FVVMS0,5.0
6767547,ADLVFFE4VBT8,B009X3UW2G,5.0
1559182,A1WXG10FJ353K0,B0010WG2H2,1.0
2605309,A6VXZ1EEPRTLV,B002HQWLM0,3.0
948918,ALUNVOQRXOZIA,B000FPZLUE,3.0
5007575,A3KNGMX2RVQG91,B005IN09GO,5.0
4177780,A1NGFGBX2VCQS8,B004I8WHA6,4.0
781828,A11EYMH9UV9XG7,B000BTQYA0,4.0
2035725,A27AF4DLLOBQDQ,B001GBGPWY,5.0
4346808,A1ASWDAEDTTY5I,B004PX8ERY,5.0
7268316,A2VCXIAWCPQ13P,B00CIQI0CY,4.0
3241452,A3EWJX7W1X7E79,B003CY0SR6,4.0
3198879,A3D5B2CBFNJB0K,B003B4CU3M,4.0
6267361,ABDR6IJ93HFIO,B008K367M4,5.0
2821557,A204K1OFE8OB9Y,B002S53IG8,4.0
890332,A1F9Z42CFF9IAY,B000EW9Y4M,4.0
4789821,A2J4XMWKR8PPD0,B005AKRPP8,5.0
7629455,A3JNBO7H2SPL44,B00FF5FHSU,5.0
7547859,A84FLVDK2R5JF,B00EMHVVNM,5.0
1141458,A2NVQZ4Y7Y0J1R,B000LRMS66,5.0
5478194,A3KCETSIJNOK56,B006TI42QU,5.0
4773905,A1YE1IK0JYSIIE,B0058SPE8C,5.0
6943840,A141R97FHSSUQ0,B00AR95ESC,5.0
1867002,A680RUE1FDO8B,B001B0APOO,5.0
4153432,A3MQ15651KGVLJ,B004HO6HYS,4.0
6757790,A1ZTR0FR5AW9B4,B009WHV3I0,4.0
3516886,A2XCCN239AR1XK,B003QKBVYK,5.0
2302624,A2MCRCK1V61FWQ,B001TDEBZ2,5.0
3576375,ADLVFFE4VBT8,B003UE52ME,5.0
6943830,AONUCJBC85BL,B00AR95ESC,5.0
915855,A1TFDMY4YNTV97,B000F8XGJO,3.0
4404349,A3HSDV9Y0TV5Z2,B004RORMF6,5.0
4198855,A2GMZZ6TDYOHY7,B004JK8BDK,5.0
2326712,A2NT3W1F1XYBFZ,B001TP6TDW,4.0
3777062,A3775OP5VTX5ON,B0041O5WUE,2.0
1650846,A2FXBWR4T4OFQ,B0013LRSRS,5.0
2113386,A2MIP3AQVSF2SS,B001L1H0SC,5.0
3318104,A3TAS1AG6FMBQW,B003ES5ZUU,5.0
4024490,A15T9G38F589KM,B004CLYEDC,3.0
1746145,ACH055GTTIGC9,B0016BENFA,5.0
2701443,A316XO4RWX21YN,B002M78L6E,3.0
125954,A2V7EO331SFUF6,B00005U21H,5.0
1849571,A3UR2N0ATGBCU8,B001AHTEEU,5.0
7243590,A1TQZUSOU22E9M,B00CD8ADKO,4.0
7682791,AHNHLGKIZ2N3B,B00G6CLN3Y,4.0
7192082,A8P6GIIQ6YQV8,B00BY3XOSW,4.0
4579226,A3NGOG8Z78AZSD,B004YIZWG6,3.0
5084253,A2PSC7LUNIDEAH,B005MJU1DA,5.0
6561658,A2NYK9KWFMJV4Y,B009A68TMQ,5.0
5903673,A3D0UM4ZD2CMAW,B007SZ0EOW,5.0
6272136,A6XDZ1MJ0B1A2,B008KRLZCW,4.0
847052,A2TKWMX4563NR6,B000EE6Y9S,5.0
3692196,A35X2JJI49OBZP,B003YTPP72,5.0
5568257,A2MIP3AQVSF2SS,B00731EXK2,5.0
5418938,AWH2AY17ZU7W2,B006K551TO,4.0
7679847,AGVWTYW0ULXHT,B00G4V0QSK,4.0
22281,A2PC9ZZIFV31B1,B00001P4ZH,5.0
7345576,A2SR7S6ZJJDGNB,B00D2MA7WO,5.0
5569658,A298GL2D0BHGKZ,B0073ESZ58,5.0
2011636,A5CDMTW6JKV5G,B001FA1O18,5.0
7787992,ADLVFFE4VBT8,B00IF0KJTE,4.0
7381777,A186697K4XKXQL,B00DBX371C,4.0
1627695,A2QDOJFFLFGF18,B00132DG46,5.0
713822,A1FR68QH6Z4YZM,B000AFW6RA,4.0
2743138,AROQO2VDODT7,B002O3KVSC,5.0
983879,A2UWPPU5GZLMQZ,B000H1UZQQ,5.0
4858347,A3SMD3T0QTN109,B005DKZTNK,5.0
2478678,A1UL2JH7XOUGM5,B0028ACYCW,5.0
4159056,A3CG93783LP0FO,B004HW7KDC,2.0
5111740,A1Z16630QMH8Q6,B005O88CUS,5.0
1579828,A3TBMAWIIHKHFN,B0011U65F2,1.0
3143093,A3T7V207KRDE2O,B0038KN3LM,5.0
2355606,A21INUA35HX4XQ,B001UI2FPE,5.0
7196055,AIFLY2HF8NS8U,B00BZC31WQ,4.0
1875149,AWPODHOB4GFWL,B001BER1B0,4.0
2170051,A3VC74TJ06WDDD,B001NJ0D0Y,5.0
6936522,A1W4F91DH3XPB2,B00AQDG99M,3.0
406565,A11EXFO14WEJM1,B0001PFQ76,3.0
7740355,A12DQZKRKTNF5E,B00H7H1GEI,5.0
137206,AT2J7H5TRZM8Z,B00006412G,4.0
479542,A2NVQZ4Y7Y0J1R,B0002K6Y1C,5.0
7236206,A2AF0NOCM71J0B,B00CB2F65O,5.0
