Product_ID,User_ID,Rating
B0001X1WK8,A1EQZ71BFWK4MM,5.0
B000063V8R,A32J6157SYD9HJ,5.0
6305128952,A1SL54O857TTX5,5.0
6304152450,A2ECYCMXNSYOPX,5.0
B0002RTJAI,A26R3KW4PFLIGM,5.0
0800141660,A4EJWG238S7U,5.0
630529285X,A1OYW08VVPMP3Q,4.0
6301805429,A328FR73FP7BF1,5.0
B000022TSJ,A2V3P1XE33NYC3,1.0
B00003CYLJ,A3RFSAAHXLP5CH,5.0
B000035P56,ATSXAWEMKVJXP,3.0
B00005JLF2,A19NCLTDI1HFE6,5.0
6304821522,A7UNC1KMMQ4EN,4.0
B00008G629,A35ZIISXXDS6D1,5.0
0800141709,A52ZYSIGV8GOL,5.0
6304297912,A1XYUT8IGE4DOH,5.0
B00003CXPD,AYQN1EPLKBA3F,5.0
985357456X,A2QGUZ98X9Q1UF,5.0
B00004STDC,A293V49I7J2HET,4.0
6305169187,AIFXFHO2N9WJB,5.0
1572523026,A3KB1H0S7T6JX1,5.0
B0000A9GHP,A3KKBYKZRN22RU,5.0
6301971345,A15G13WLYNNLOO,5.0
B00000INEV,A1J4RSJLHXIZL3,4.0
B000077VRT,A2WRWRQU4A7VCL,4.0
B00005JM39,A1MHWR34QOQY2H,1.0
6301763041,A2O54Q5PNOXVUJ,5.0
6304410433,A3QLGSQ8JV9RTY,5.0
6302098424,A3I6TOTOX2J6JU,5.0
B0000DZTIN,A1JPDMF3C1Y5AZ,5.0
6304813759,ASB1ELRAKBMI2,4.0
6303637574,A3JGJRHFIH4CSE,5.0
630341964X,A1YOWT14QQP24A,5.0
6304048653,ANT2QCFNDJMFC,5.0
B0002PYTD2,A3LKP7OWO2Z1HF,4.0
B000063V8T,A25E7MC4WXJ6MH,5.0
B0002ERXC2,A5TA17MZA29O5,4.0
B0000C2IQB,A2U4GOHX9XZ3PK,5.0
6304406096,A1GYPAZH8X7DCJ,5.0
6303257372,AW87RAED7IB49,3.0
6305428298,A1QM36QZXZFU6M,4.0
B000059TFV,A3O536E2YOKK4Y,4.0
B00007I6FP,ADNPIJY4C1OYU,3.0
6300182924,A2KF11J8TRR1YQ,5.0
B000022TSA,AW7MFXLPSQ5DE,2.0
B00006FDCP,A34ET4WDEKKKZ7,5.0
7880879625,A3SO2AGQXXL8LC,5.0
B0001X1WK8,AQOHY5U8LLH3K,2.0
6303046452,A5SWGTQTXDDCG,4.0
B00005O5CM,A3JAL0VXC7C224,5.0
B00003CXRM,A3RJPHIMFR60NL,1.0
B00003CXKT,A1S2GLK5CM8HLI,3.0
0784011648,A1BN8VXVB7C4IG,5.0
6305268843,A2GPN2VKS8E77C,5.0
B0000TSRAQ,A2IOMP7TWWHQMO,4.0
0967830206,A1AHEWNJRLP5HX,5.0
B00001IVFF,ABJXNYPUOTXZ9,1.0
B00005JPXP,A1W9KF7ZATQH59,4.0
B00063MCI4,A12QRX20IEW9NX,4.0
B00003CXBK,A1TC0F8RKPF82A,5.0
0783230346,AVL70UM8UXA3L,5.0
B000068V9S,A1VIMJDP835EIN,5.0
B00009OOFB,A1H3YRJR5N8A9W,2.0
1582704708,AY29RJOGO69FO,4.0
B000053VCP,A2QPAS1OMRGQPO,5.0
1586171941,A2M2ZVOZ23DQVB,5.0
630574999X,A72A8JDQK4D8S,5.0
6303266371,A2FOTOS0E5GS7M,5.0
B000095J01,A24RALXGBDWM6K,4.0
B0002WYTWG,A2IU1XURS14S97,4.0
0782010792,AZ4HIS0O66GII,5.0
B000003KDD,A2PGNT9EWTTUDB,5.0
B00008NRI7,A3LZGLA88K0LA0,3.0
B00008PHCV,A2DCK9W7W7FCRW,4.0
6301767918,A381VVTH7ASPKJ,5.0
B0000A2ZNX,A2HJPUOG0EHXEL,5.0
6303853102,AS4SH79LG3KHW,5.0
B0002KVUKW,AMUW9KZUQYH6B,5.0
0792836529,A16SFAHCC6P5AP,5.0
5554452574,A2RJ4RQX1JP3GK,4.0
B00005AABE,A3I7HYY7F8974P,3.0
0784010331,A2IW38234G0042,5.0
B0000SX9MS,A2PVCBYJOTHJUT,5.0
6300247031,A1IUS4GD1UZ1UI,5.0
6301982746,A23R8EL3VXZZDH,5.0
6302548748,A27MFFGDWGGZL7,5.0
B00003CXWM,A14HVXRCTS04LX,4.0
B00000EZRQ,A193IY21DU1DG6,1.0
B00003CXKT,A3AE2QXTR56XSK,4.0
6304108869,A3JCNGW26Z5H9Q,5.0
6301788508,A39NT104P150UX,5.0
6300198731,A5C08WWYX8OZU,2.0
B0000687E3,A1UI1DY6CPWHY5,5.0
B00005QAQJ,A2JA5M9CF6NHMF,3.0
B0001DMXEC,A2LAORAUL7ASTB,3.0
6302038340,A1KSSPCDL1BWK9,5.0
0783229569,A4EO8I6D43EO,5.0
6303686818,A30IOPX3NA6K6N,5.0
B00006G8J7,A2BAWD1H1ZE4ZO,5.0
0793906091,A1VKBH6MFJGKKA,5.0
6305408998,A3ENDQRC6STQW4,5.0
B00008NV4G,AW5HBPKLIGF7C,5.0
6304340532,A1UK58CUVLIEBY,5.0
B00000F31K,A1NTCCXD8V3PNC,5.0
6302650046,A16342W88H5YWK,3.0
B00005JO2C,A139QIELN5VG2V,5.0
B00008G8QN,A1539YR8DJD1JM,5.0
B0000E2PVR,A1MQ5O7IQN3BX5,5.0
B00007I6FP,A17ZFOJ4ZYEK77,5.0
B00005LC5R,AVP6CUN75GHF8,4.0
B00003CXKT,A1473XB04JHDLE,5.0
B00005JPXS,A36W6RBFT440PW,5.0
7883704591,A1XBX1418M9YKX,5.0
6303507565,A54CXMDHKSQ4T,5.0
B00069L0X6,AUM3YMZ0YRJE0,4.0
0788802194,A2BDW0GNE4S8TS,5.0
6303286542,A1X14UWQET6DMA,5.0
6303407188,A3JD8FDS3CO3GH,5.0
B000066C77,A3MLO4GAD2O9DL,4.0
6301971191,A19K0NBE2I2NHR,4.0
B0001WTWDI,A6JZ8OIZUKLVP,4.0
6303382975,A3JB63VL08CSK9,5.0
6303820883,A1J2931UBBJPXM,4.0
0792899768,A1R8BE73UJ9UYP,5.0
6304983786,A3L51TJ5BFKJ59,5.0
6303027016,ABU7BT5MH89XH,5.0
078885996X,AN6HT4U5I3RX1,5.0
6304680279,AV6QDP8Q0ONK4,3.0
6304176287,A2HUB310G1L8IF,5.0
6303365752,A2VTUTUTT5SO0Z,5.0
B00003CXP0,A1LS6U1EXW1M17,5.0
B0002PYFZ4,AOKBDZ8IXYYZJ,1.0
B000005XPV,A1CUL6MFALFW0N,4.0
6304435886,A2NUC2JWB6OUDK,5.0
B00006CXSS,A1GL2UTM5J0BZV,5.0
B00006CXSS,A1NJPRPA4B05RN,5.0
B00004Y56D,A20MKC9DEAYMQO,4.0
B00006ZXSK,A37JA9YV715AXS,5.0
6305837325,A5GF7OTL6LEOR,3.0
6305842000,A2VJ80PM1G00QV,3.0
6303027016,AEQXY38JE5JF8,5.0
B000065U38,A2QDYEB9838HYK,5.0
0767087372,AR4IOCK7AD5Z9,5.0
6301777476,A3FTI620I2CR5U,5.0
6305297525,A13DQ4SA1PU709,5.0
B00005JLEW,A38JKOT65RLZ9Q,4.0
6301528565,A36QO2LHQMV7FC,4.0
6304486529,AAV18WJ24DBDR,5.0
B00005JLD4,A34FI4T4RR06CN,5.0
6303012140,A15783C7EJMK8F,5.0
B000056OCJ,A20PRHNDIBPEIE,4.0
6303492509,ATEHV96KDVBQ4,5.0
0790732181,A159G0JYZ5K7UH,5.0
B000055XAI,A6E7AL20B7LBX,5.0
6302091632,A3GIRIGO1D6AD7,5.0
B0002WYTWG,A3UPYUGJZL64J6,4.0
B00004RYUY,A30KHS00KC2UIK,1.0
B00003CXI6,A1KFCYU2WG6UE0,5.0
0792158202,ACJVGDN8G386P,5.0
B0000507PF,A8ZJ3P68KCRVL,4.0
B00004Y7FD,A114M5FK34ILDT,5.0
B0002MJT0I,A2BCULITKMUIDA,4.0
7799133104,A1QRX3YH2L80CG,5.0
B00006CXSS,A15UDA81TYM63C,5.0
B00003OSTA,A3AE333LM6K79F,5.0
B0001NBMAS,A11XUE79791O0Y,5.0
6304411448,AKCLGKAZZ03VO,5.0
B000003KMM,AEQEWCFLWB1OD,5.0
6300181987,AO13M90UB5DPR,5.0
B000077VRT,A2AKX8LBYYX78T,5.0
6303599109,A1NTZDF641WH4F,4.0
B00007LB4B,A1AOZUZDSVRA15,4.0
B0000YTP02,A2E1BK6YM61RO4,5.0
7883706837,ATZUAI6RKV80H,5.0
6305417180,A3DR0O3WVPEKJO,1.0
7880879625,A2KLW344JC5E77,5.0
0783112750,A2OMSGT8RO3EXB,5.0
B00005JO1R,AVJT4ANWV5UC5,5.0
6301978315,A3U3WG1PTKHYVD,5.0
B00004X13Q,A2QI1R95MBF0UO,5.0
B00004U8H5,A22SJL1HKV0YRE,3.0
630200098X,A19RAJY6R7USN0,5.0
6303142346,A1E86QDGR1JQDB,3.0
6305963126,AMDV3EF6PEG7A,3.0
B000056KQN,A3IFT0PTB8AHLG,5.0
B00006JDTH,A32LGMBL8HERN8,5.0
6301773551,A2ILRXF9Y2VUX0,2.0
6305132666,A191TTRPPVPJJ0,4.0
6303149200,A3NM0RAYSL6PA8,5.0
B00005JNOG,A35YZ7VRAKV4AA,5.0
6300989003,A34X20QSBGEMTC,5.0
6303109918,AG1MDK0TA0GUM,5.0
B00005JLIF,ACBCN4JC3XR24,1.0
B0001VL0KC,A38XA14JCTVBY6,5.0
6305063516,AWG1LIHKVGMN4,5.0
6300248216,A27QSIXH8EREDH,1.0
6300214710,A1JMSGAUAUX76V,5.0
6301773551,A2STUNGXFS2SCA,5.0
6302020816,A3L9SHIUIN3JKV,3.0
B000083C6V,A3N3CFHTR860I,5.0
B00005JKWG,A2NJO6YE954DBH,4.0
B0001GF2F6,A3IT6VRTNWZ0OV,5.0
6304267967,ABQTF5VH81RL7,4.0
6303984088,AY39CRKDV5L8S,5.0
6305263213,A18RLKR8PIPX86,4.0
6300158411,A2W6CBOZZK4GAO,5.0
6300215903,A1D5TV4FWKCSUB,5.0
0800141709,A2D8CUJPOSRPNA,5.0
6303120504,APDUJFLYHYG7H,5.0
6304083777,A4LAH0CYXVKM7,5.0
B00005JMAH,A8EWG3AVGJLLJ,3.0
6304401132,AC49SE17DVH65,5.0
6304056877,AIGDGDTU05BWK,5.0
B00008G8MO,AU0DH6W9X1OM7,5.0
6303682952,AHC8R3OSBRB9Z,3.0
B00006NT1R,A1N132LW925GSG,5.0
B0002MPK0Q,A3GKMQFL05Z79K,3.0
630356027X,A8LFCZVDV1GM9,4.0
B000090W7H,A2V293S5VWOQNJ,5.0
B00008J2PG,A3JWMB64SDH1XL,5.0
B00003CYLJ,A2YDHRRXO6UE31,5.0
6304233639,A1O4SZ4X7P60KY,5.0
0783227361,A2I5L4E2305UR7,5.0
0793906091,AZY7BJBQ5UU2D,5.0
788370091X,A13QPLGKJ2LNJM,4.0
6302797535,AOUGR2PPVU9XI,5.0
B00005RRG7,AHZMAFM92PY7N,5.0
6305305765,A52EMMMAULVSP,3.0
6305099081,A1DUGKDKRMFYMJ,4.0
1937920119,A3TXXK1N6K8NIG,1.0
6304613113,ASRB35ZZQZGB,5.0
B00005JPJ8,A255L1QQ8DVUVO,5.0
B00007L4OG,A3ESQSCCM2IR24,5.0
6303697224,AJPONJD901WWG,5.0
B000255LG6,A3BX98PMQWKD46,5.0
630174411X,A2ASZLL0RHVI4Y,5.0
6303153461,A3TPP3RC2VLTL7,5.0
6304602898,AWXUN13K9UIFW,5.0
B00000K3AM,A126JVOAOOR42V,5.0
B0002OXVF0,AMTWN5EVLJYNL,5.0
6304415346,A1SHTJBBFWOYA1,5.0
6303101178,A131Z1MBMKJHRD,5.0
B000056MO2,AUDGZR0RSNP0V,3.0
6304779607,A2A83PTZWXZGFG,4.0
B0001I55ZQ,ARLKYF9JL3QKB,3.0
B00005JOIH,A1ZCV96AN7C7R0,4.0
0790725657,A3TEULQRTJ9IUJ,5.0
6305265496,A1NJ62VWPXKSH8,5.0
B0000A59XX,A236FZ75Q9GA8X,4.0
6300185974,A12XFU4AWP9AUD,5.0
6304054106,A15KV7R9PJK5FH,4.0
6304602898,A2A03TE73BQ2CQ,5.0
6300208117,A2N2L7MSK44M4D,1.0
6300152618,A94OTN3DBI0ET,4.0
6302689724,AS58QVSSJ0F4O,5.0
B00016JE5U,A2PWVNHS6NEDRY,3.0
6301964209,A22NI2D7FK40N,5.0
6304111762,A39FJVEBCJHRN7,4.0
B00005JL7Q,A2ODBHT4URXVXQ,5.0
6304994540,A1URFXTYM4JGIN,5.0
6303328164,A12Q27ZZ7FSFH4,5.0
B00000I1IL,AWXZGP0D11GQE,5.0
B00005JNJV,A1BNWEJ7RVPLQ1,5.0
6301773551,A3Z5BMYPO44G6,5.0
6302969603,ATUUBEC9G9JFJ,5.0
630300203X,AJC7PEKZT4KFB,4.0
6305297525,A2AFZBVJDHCO6D,5.0
B000053W55,A1B5H36GQX42LW,4.0
0788821075,ARVXAJEGPZVSI,5.0
6300248569,A2LYJ89DKSCOM7,4.0
6300183505,A2V8QD26A3RP4C,5.0
6304938748,A28NBK8BN372FN,5.0
6304176287,A1QZPJQGJAUNFK,5.0
6302753198,A11R7K5Z9KIVWD,4.0
630434063X,AXOZ5BWOEDL76,5.0
B0001UZZPO,A47A2OWBCB24,3.0
B00004RZ01,A16CZRQL23NOIW,5.0
B0000VJG72,A1MFUOLLOTDQUD,5.0
6305884862,A2TFMG7XODUJFW,3.0
B00005JPI6,A25U4ICWW1V9ZC,5.0
6304285396,A1QWFB2WW8HSTS,5.0
B00005JMET,A1UV8FL2WLWAP,2.0
B0002Y69TU,A1KBQK0AHXY9PE,3.0
B00005JLOT,A3RQNZC6B8G9TZ,5.0
B0001CCXZW,A28ZL3L63LBHOD,2.0
B00007AJKI,AFK3H5LRU2QOY,5.0
B0000A2ZNX,A38KQ2N9UR7420,5.0
0790731614,A2O0NVXJ7YRCOL,4.0
7799146915,AU2KARN6UHOWF,2.0
B00005IAR7,A2NVSBM5BT4KN3,5.0
6301928423,A2XSVF8M26ZZFJ,5.0
6300246876,A1VAJ5E1HW1YGF,4.0
6304258984,AR4GFAIFLR07P,5.0
6304913524,A34XDXIAI4FM4N,1.0
B00003RQND,ACPML8C46B909,5.0
B00006L91I,AMQHUUTD8TJTE,5.0
B00005JMYI,A1RP6YCOS5VJ5I,3.0
B00003CYLJ,A22BPC7LRSGSYQ,4.0
6302787068,A1TEMSPR5JDVEV,5.0
B00006IUH2,A10KK981NCHT9Y,4.0
0800114051,A2CIPGNLZ9INEY,5.0
B0002S94GQ,AJIH1NJ9N28D9,3.0
B00007AJDC,A34L5AZYT984YX,2.0
B0001ZX0OM,A37YKS5XBOGQ52,4.0
B0000VJG72,AL3HV7GAPKO9C,5.0
630354200X,A1B7OU2O6RF4PD,2.0
B00006L93O,A3AYGRXM5UVDGR,4.0
B00005O5CM,A1ICGNUYBHHEWA,4.0
6304361009,AIUA9S7P0BVTZ,5.0
B00005MKXB,AP9PU72HEQ87J,5.0
B000003KHS,A82CJFOS8K3JC,5.0
B00005JLF2,A2YFRHQGJDVIBG,3.0
B00006LPHA,A24H35U47VPA9P,1.0
6302541743,AOK9H0J2IAN85,5.0
B00008V5RO,A20C2NUYMB7KBB,5.0
0800141709,A15M17KZEZFBEN,1.0
B00003CXMG,A3MJGLIXV0SMBH,5.0
6301966554,ALZ4NFCQXIS8X,5.0
B00008NV4G,A1GHIGETT54DF4,5.0
B0001ZMWYG,AHSVFZILKPGZL,5.0
0783227930,A1OAI8PXV23YW5,4.0
B0002DRDIW,AE8WGKCWO9XYX,4.0
B00004XMW8,A19O71XTPEHL0P,5.0
6301106482,AVLCNHXUK93ZT,5.0
0783229569,A33R7ENFKPSLLV,5.0
6301708113,A18OGZU0J9Z4YR,3.0
B00005JMUK,A10FQ9HZSH9OOS,5.0
6305358591,A2COA6ZFGAK3UR,5.0
B00006L92I,A26TBX2BF17VTB,1.0
B00005QBZ5,A34HQIIYHDGYDV,1.0
6302994063,A2UQFQ9WNKKJKC,4.0
6303631851,A24A7FQJGJMXC6,4.0
B00064VR0W,A3D39S1QHKFULN,5.0
6302970040,A5JR9YVAH80SE,1.0
630595805X,A1Y339DZFNGHGK,5.0
B00006CXSS,ABMMZRJ0BW1FV,5.0
B0000524E5,A30PBACKWIC2OF,5.0
6305067155,A25V3UWDH8ND1Y,3.0
B00005JLF2,A3MX2IAU1KGOU3,4.0
B00005IC54,ABBQFSRR2WCXO,5.0
B00005JL3T,A1OTGBG66P6K5Y,2.0
B00005JN5E,A3KY68OTSNHM3G,5.0
B00003CXE6,A3MWMFXC9TCFEG,1.0
6304561873,A3QU5NFROVM750,5.0
B000066739,A31NIX7R3LM3UA,5.0
0767839129,A1FTNK9MBHK3QY,1.0
B00007AJEC,A22VNXHU6IZ5MT,5.0
B00006CXSS,AOG85HF1M08YQ,5.0
6302679036,A3F57EJUB3VRH3,4.0
6305133514,A1BPSIHO5FECJC,5.0
B00005JO20,A3HZPGGXLZS8RD,5.0
B00018U9FW,AT47MQ263L7Q3,4.0
0783241569,A2RV6V5BKFVD8V,5.0
6303574289,AOR4BEPUPLQ1,2.0
6301972279,A3U385W365U1P3,5.0
B0000714AB,A394AF4TZK8WJO,1.0
B00020SK1Y,AW3D0W5476ZEZ,5.0
B000055ZK6,A3BL4O5AUQYNLW,5.0
B00003CXIF,A1RF46TDZ6JA54,5.0
6303464696,A3I7CRNHGZVWXP,3.0
0790729687,A6Y5H23SWS7CI,5.0
B00005JLF2,A286WB1FZAZEY3,5.0
630383261X,A1NA8T4PK97NCP,4.0
630468150X,AYGI3FN2M078F,5.0
B00062IDCO,A2AKXINNQ28E4H,5.0
630242335X,AA3P8989ZLYP7,5.0
B00008NV4G,A3HZF1ZT5L2GZC,3.0
6305837325,A127758QL8X5U9,5.0
6302470021,ALPA8ABK1H3IO,2.0
B0002ERXC2,A11D2TJS86WFXD,5.0
6304209401,A12K0TFOZWXXAZ,5.0
B00068RELO,A3HHBME6AW1EQE,5.0
B0006H328E,A1W0IA0L2Y3FZI,5.0
B0000VCZK2,AK9UPC78LIPIR,4.0
6303471552,A3H8EDR1328QMP,4.0
6303364438,A1RL8VB3NIJIHL,3.0
6303542352,A1QO5UGV5KSBLJ,5.0
6304298285,A3GF0O8UMFRKKZ,5.0
B00005ALS0,A26ME1NHROLJW4,5.0
B00000I1DU,A22VDLCKXG7MSG,5.0
B00005JMYI,A1ADG449ZNEO6Y,1.0
0767015525,A19KVT3NW75UXA,5.0
B00005JPJ8,AW7PH7KIGCD8J,3.0
6305240655,A1VNI5I5KPV2M,4.0
1424819210,A1PM36H10TP9SQ,5.0
B000056PNR,A24ANTE2O1WA4O,1.0
B0002ERXC2,A2JC9HZ7XML3HY,5.0
6300214338,A1E1RFPYBTB4JB,4.0
6304286457,A1JYUQAP8HQH53,5.0
6303057942,ABTIS6FC0RRRG,5.0
6304083149,A3EJ72IMSOPPO0,3.0
B0002YLC1U,A1W6DWSDVJS43Z,5.0
B00023BLXK,A25IL2QKM405ZT,3.0
B00005B24M,AOD9G9BOWKJA3,5.0
B0001DMUEK,A3I4IK25D7ATYY,5.0
B0001US8EE,A1NB7VBWVHO8ZZ,5.0
B000095J00,A33SEN0V1CAD5J,3.0
B0001VL0KC,A1SPRO16QM5E7T,5.0
6303396623,A3EW86JQUGKTFT,5.0
B000001J64,A2K1AQUU73QQRZ,2.0
6303212395,A13FJ59J4RVTKP,5.0
6300216977,A3Q44WNAS1FZVN,5.0
B00003CXJ4,ARNOALEQFI6K9,5.0
630595805X,A9HPITHIKVEG5,5.0
6302250161,A34E75E2L9PSF3,4.0
B00005JLWN,A2TW86MK3KHGZ1,3.0
6302409365,A2A095C48H64WE,4.0
B00003CXP0,A242V5VJI21FCH,5.0
B00005IC54,AAZG07XIE2OQF,5.0
B00003CWT6,A175NZO5ALHLIW,5.0
B00005IC54,A23DTDW0MGUM6,5.0
6301777840,AN2T1LU49PALP,5.0
B0000WST6A,A3BE8MUUHHO4Q0,1.0
B00005JPE3,A2M5FI4CB6VUXF,5.0
B00005IC52,A3T3OPX9Q0GMP7,1.0
B0002VEYUO,AOWPKTTYOQT42,5.0
B00003CXR1,A3J6AWCHXG8DMB,5.0
B00064AMEE,AT1ZZ2T0HKPGF,5.0
B00005JPB0,A3R32VJCW27JJE,4.0
B00000JQUA,A2PLHGQVY5V8M2,3.0
6303261396,A2MSESH3SKGWR4,5.0
6305828075,A3PAJ9QTPY9Y4L,3.0
B0001K2L4W,A3J1PYTEBZQB96,2.0
0792153189,APFNVI3XU0VQ7,3.0
B00003CWT6,A2FK4ILASHSIF9,3.0
6300214664,A1MHV7MG87Y4FK,4.0
6302274001,A296NEGLLU1VO,5.0
B00000FBC9,A33UZMP95KZAVX,5.0
6302305950,A25KKXUQQ0OLWB,5.0
B00005N5UF,A1W0VOXN6HYQSZ,3.0
B0001VL0KC,A36KP3WTMTF0U1,1.0
6302712017,A2N2JTRKCI936S,3.0
0792839129,A3BVQMB626DX4Y,4.0
B00003CY57,A3440KO50LNZ2,5.0
6304994540,ACM6IEZVL8SWU,5.0
B00003CXKJ,A2CJGSBL5PLEUF,5.0
6303042503,AJGJBZHXG549N,3.0
B00005JO20,A3AWJTF9DIRUHG,5.0
6303998046,A1OC0K9BPSGOIP,5.0
B00005JLEY,A3N91YKJP650IY,5.0
B00005JL29,A3EJYJC25OJVKK,2.0
B0002Z16HY,A15I6RC1DXSGFV,4.0
6300247589,ALE508IQ2I3LY,5.0
B0001CCXZW,AKNV1A4V7Y69R,5.0
6305837325,A12Y4HSTOK666V,5.0
B00064VQXA,A3OTSYVBYHZLMC,5.0
B000062XDX,A3TSXGCOICM1Z4,5.0
B00006FHZE,A1VONB496DM2HI,5.0
6302795451,AERRO64JO04QN,5.0
6303037453,A2E3A6QV86LH6U,1.0
0783225857,A37MKBVEHVWODV,5.0
6302640504,A3BJCXDLXIGANI,5.0
B0001US8EE,A1O2K8LY93RFX,5.0
6300183432,A3THT5D3S4IYE9,1.0
0764193627,A6DI1GFMCXT09,3.0
B00005JMXX,AZ2B9T7AZOMGE,4.0
B0002OXVDW,A3IUG33AXDAZMJ,5.0
6305358591,APAPWU8SX4LM5,5.0
6304353634,A3OGAXC5OU4ECC,4.0
6301706471,A1V8AT1PLLYSC7,4.0
6300251748,A181VA99IS9E44,1.0
0783112750,AHCDYHX6KEHXG,5.0
6302256615,A3SHX58KDIWGNU,5.0
6302158176,A21B2TJBWCSK1R,3.0
B0001FT50A,A1AN8Q3TDZ622X,4.0
B0000YTP02,A3NTIUM5AJMJKA,1.0
B00003CXXI,A29C47QIT39GEH,5.0
B0002XVQSU,A3XOBZEVC8LWD,5.0
B00008LDPV,AL5BWQ7N6MLQK,3.0
6302665396,AP6YITDVNZD0U,5.0
6304994567,A29X3Y9E2WM008,5.0
6303236685,A1E8XTKTN0QG6M,5.0
6304818254,A3KF4IP2MUS8QQ,5.0
6304119046,A1PLSNRNVDK504,5.0
6304994567,A1K59I09C3UI14,2.0
B00008DDSC,A6VYC69FY7HLO,5.0
6303247911,A38B5YNQ748AES,5.0
0783225857,A1GNMEM10Y8M4C,4.0
B00005JOA4,A3IWPOWUDO0GCL,5.0
6303972969,A1QTFOCE1IGP15,1.0
6301753534,AD3KOO4UHKRSH,5.0
B00007JGON,AOTRWWEIYUFGN,5.0
076780192X,A1SUNXRXMHI7HG,5.0
B00005JPNY,A2JCGGYR83U4M,5.0
B0000A7W16,A298UUI21HK52Q,5.0
630557605X,A2T6QC5CUMWFDT,4.0
7799128836,A2HNPO4QNUPMDN,5.0
6304457359,A1FD5OVMU4U61K,5.0
B00002NDSW,A1QOPT0I18N00F,5.0
B000069I5V,A1196RRYT6FU4F,1.0
6305837325,A3BSNQVT6XY0WC,5.0
6300213714,A12614B2K57I1B,5.0
B00008YNI2,A8DI0COTCMRDV,4.0
6305229449,AAO0R79SEP4L8,5.0
6304994540,A3ABKFNY94BPL3,5.0
B0000714BZ,A3R2QCUV5T69C5,5.0
B00008K76X,A13SI8IF61X1ZI,3.0
7538445226,A2KVFFD3QJ6B4E,5.0
6300247236,A1XFRMSFQRZ168,5.0
B0001I551K,A34J16HSDCZCY3,5.0
6303202225,A3G0ZPL89MCFAF,4.0
B00003CXP1,A3FXOBYQJQW978,5.0
6304864043,A36IJ2AWI0TGT6,5.0
6301972279,AHKCEH3VK941I,3.0
0783226896,A3CW0IQ7JKY24X,5.0
0792166523,A3FG8OK7IFIWU3,4.0
0790736527,A2O7ST9T38Q7DX,3.0
B00062DKO0,A22EP5PW788Q56,3.0
6305368201,A3118YDNP6KNS5,5.0
6303574289,A1HQ52KK50UBRF,5.0
B00005JMYF,A1ZNKNX294ZLV,5.0
